id,title,year,mpaa,runtime,genres,director,stars,gross
14920,One Last Thing...,2006,R,-1,Drama,-1,-1,-1
14921,The One I Wrote for You,2014,PG,111 minutes,Drama,Andrew Lauer,"Cheyenne Jackson,Christine Woods,Avi Lake",-1
14922,The One I Love,2014,R,90 minutes,Romantic Comedy,Charlie McDowell,"Mark Duplass,Elisabeth Moss","$606,849"
14923,The Base,1999,R,-1,Action,Mark L. Lester,-1,-1
14924,BASEketball,1998,R,-1,Comedy,David Zucker,-1,-1
14925,Baruto No Gakuen,2006,-1,-1,-1,-1,-1,"$8,686,010"
14926,BaÅŸ BelasÄ±,2017,-1,85 minutes,Comedy,-1,-1,"$71,568"
14927,Bas Ek Chance,2015,-1,-1,Drama,Kirtan Patel,-1,"$2,815"
14928,Barton Fink,1991,R,117 minutes,Drama,Joel Coen,-1,-1
14929,Barton & Charlie & Checco & Bill,2016,-1,-1,Drama,Rupert Friend,-1,-1
14930,Bartleby,2002,PG-13,-1,Comedy,-1,-1,-1
14931,Barrymore,2012,Not Rated,90 minutes,Comedy,Erik Canuel,Christopher Plummer,-1
14932,Barter,2015,-1,-1,Drama,Atanas Kiriakov,-1,"$3,886"
14933,Bart Got a Room,2009,PG-13,-1,Comedy,-1,William H. Macy,-1
14934,Barry Munday,2010,R,98 minutes,Comedy,Chris D'Arienzo,"Patrick Wilson,Judy Greer,Marcello Tubert,Jeff Sanders",-1
14935,Barry Lyndon,1975,PG,185 minutes,Drama,Stanley Kubrick,-1,"$20,169,934"
14936,Barry,2016,Not Rated,104 minutes,Drama,-1,-1,-1
14937,Barrio Tales,2012,R,-1,Horror,-1,-1,-1
14938,Barricade,2012,PG-13,-1,Drama,Andrew Currie,Eric McCormack,-1
14939,Mama Africa,2002,Not Rated,-1,-1,-1,-1,-1
14940,Malu: Ni un paso atras,2016,-1,90 minutes,Documentary,Franciso Snachez Varela,-1,"$18,912"
14941,Maloof Money Cup World Skateboarding Championship Event,2012,-1,-1,-1,-1,-1,-1
14942,The Maltese Falcon,1941,-1,101 minutes,Drama,-1,Humphrey Bogart,-1
14943,Malos Habitos,2009,R,-1,-1,-1,-1,-1
14944,Malone,1987,R,92 minutes,Action,Harley Cokliss,-1,-1
14945,Mama,2013,PG-13,109 minutes,Horror,Andres Muschietti,Jessica Chastain,"$148,095,566"
14946,Malon 9 Kochavim,2007,Not Rated,-1,Documentary,-1,-1,-1
14947,Malice in Wonderland,2010,R,-1,-1,-1,-1,-1
14948,Mall,2014,R,88 minutes,Drama,Joseph Hahn,James Frecheville,-1
14949,Malibu Road,2016,R,95 minutes,Thriller/Suspense,Montgomery Markland,"Jessica Jade Andres,Montgomery Markland,Robert Evans,Michael Andricopoulos,Lillian Solange",-1
14950,Mallrats,1995,R,-1,Comedy,Kevin Smith,"Shannen Doherty,Jeremy London,Jason Lee,Claire Forlani,Priscilla Barnes,Michael Rooker",-1
14951,Malice,1993,R,107 minutes,Thriller/Suspense,Harold Becker,"Alec Baldwin,Nicole Kidman,Bill Pullman",-1
14952,Malibu's Most Wanted,2003,PG-13,86 minutes,Comedy,John Whitesell,"Jamie Kennedy,Taye Diggs,Anthony Anderson","$34,499,204"
14953,Mali Blues,2017,-1,90 minutes,Documentary,Lutz Gregor,-1,-1
14954,Les Malheurs de Sophie,2015,-1,106 minutes,Adventure,Christophe Honore,-1,"$131,782"
14955,Particles of Truth,2004,R,-1,-1,-1,-1,-1
14956,Parting Glances,1986,-1,-1,Drama,-1,-1,-1
14957,Partir,2010,Not Rated,85 minutes,Drama,-1,"Kristin Scott Thomas,Sergi Lopez","$187,788"
14958,Particle Fever,2014,Not Rated,97 minutes,Documentary,Mark Levinson,-1,-1
14959,Pars Vite Et Reviens Tard,2007,-1,-1,-1,-1,-1,-1
14960,The Parsifal Mosaic,2011,-1,-1,Thriller/Suspense,-1,-1,-1
14961,The Parrot Heads Documentary,2017,-1,-1,Documentary,Bryce Wagoner,-1,-1
14962,La Parrucchiera,2017,-1,108 minutes,Comedy,Stefano Incerti,-1,"$168,321"
14963,Parnell,1937,-1,118 minutes,-1,-1,-1,-1
14964,Parkyeol,2016,-1,129 minutes,Drama,-1,-1,"$16,118,577"
14965,Parlez-moi de la pluie,2010,Not Rated,-1,Comedy,-1,-1,"$7,676,474"
14966,Parlami d'amore,2008,-1,-1,Romantic Comedy,-1,-1,"$9,482,854"
14967,Parkland,2013,PG-13,94 minutes,Drama,Peter Landesman,"Zac Efron,Marcia Gay Harden,Billy Bob Thornton,Jacki Weaver,Paul Giamatti","$1,178,148"
14968,Leap Frog: Let's Go to School,2009,-1,-1,Educational,-1,-1,-1
14969,Leap of Faith,1992,PG-13,-1,Comedy,Richard Pearce,Steve Martin,-1
14970,Lean on Pete,2018,R,121 minutes,Drama,Andrew Haigh,-1,-1
14971,Parker,2013,R,108 minutes,Thriller/Suspense,Taylor Hackford,"Jason Statham,Jennifer Lopez","$48,543,388"
14972,Leaning into the Wind,2018,PG,93 minutes,Documentary,Thomas Riedelsheimer,-1,-1
14973,Lean on Me,1989,PG-13,-1,Drama,John G. Avildsen,-1,-1
14974,A League of Their Own,1992,PG,128 minutes,Comedy,Penny Marshall,"Tom Hanks,Geena Davis,Madonna","$132,440,066"
14975,The League of Extraordianry Gentlemen,2017,-1,-1,Action,-1,-1,-1
14976,League of Denial: The NFLs Concussion Crisis,2013,-1,-1,Documentary,-1,-1,-1
14977,A League of Ordinary Gentlemen,2005,R,-1,Documentary,-1,-1,-1
14978,The Leading Man,1998,R,-1,Drama,John Duigan,-1,-1
14979,The League of Extraordinary Gentlemen,2003,PG-13,110 minutes,Adventure,Stephen Norrington,Sean Connery,"$179,265,204"
14980,Leading Lady,2015,-1,97 minutes,Romantic Comedy,Henk Pretorius,-1,-1
14981,"Ttureu, ithyeojin Kkumui Gieok",2016,-1,97 minutes,Documentary,-1,-1,"$182,910"
14982,Lea,2000,Not Rated,-1,-1,-1,-1,-1
14983,Le Roi De Coeur,1967,-1,102 minutes,-1,Philippe de Broca,-1,-1
14984,Akhil,2015,-1,-1,Action,Vinayak V.V.,-1,"$5,462"
14985,Akira,2001,R,124 minutes,Action,Katsuhiro Otomo,-1,-1
14986,Akher Ayam El Madina,2018,-1,118 minutes,Drama,Tamer El Said,-1,-1
14987,Akenfield,1974,-1,98 minutes,Drama,Peter Hall,-1,"$4,150"
14988,Ajji,2017,-1,104 minutes,Drama,Devashish Makhija,-1,"$21,568"
14989,Akarui mirai,2004,Not Rated,-1,Drama,-1,-1,-1
14990,AKA,2003,R,-1,Drama,-1,Bill Nighy,-1
14991,Ajin,2017,-1,109 minutes,Action,Katsuyuki Motohiro,-1,"$126,216"
14992,Akeelah and the Bee,2006,PG,112 minutes,Drama,-1,Keke Palmer,"$18,959,424"
14993,Ajeoss,2010,-1,119 minutes,Action,-1,-1,-1
14994,Ajami,2010,Not Rated,-1,Drama,-1,-1,"$2,721,096"
14995,Ajab Prem Ki Ghazab Kahani,2009,Not Rated,-1,Comedy,-1,-1,"$15,906,411"
14996,Aiyaa,2012,Not Rated,-1,-1,-1,-1,-1
14997,Aitraaz,2004,-1,-1,Thriller/Suspense,-1,-1,-1
14998,Aiyaary,2018,Not Rated,157 minutes,Drama,Neeraj Pandey,"Sidarth Malhotra,Manoj Bajpayee,Rakul Preet Singh,Anupam Kher,Naseeruddin Shah,Pooja Chopra,Adil Hussain,Kumud Mishra,Vikram Gokhale","$150,418"
14999,In Too Deep,1999,R,-1,Drama,Michael Rymer,-1,"$15,471,229"
15000,In The Tall Grass,2016,-1,-1,Horror,Vincenzo Natali,-1,-1
15001,In This World,2003,R,-1,-1,Michael Winterbottom,-1,-1
15002,In the Skin of a Lion,2017,-1,-1,Drama,-1,-1,-1
15003,In the Soup,1992,-1,-1,-1,-1,-1,-1
15004,In Time,2011,PG-13,109 minutes,Thriller/Suspense,Andrew Niccol,"Amanda Seyfried,Justin Timberlake","$165,103,952"
15005,In the Valley of Elah,2007,R,121 minutes,Drama,Paul Haggis,"Tommy Lee Jones,Charlize Theron","$24,489,150"
15006,In The Shadow of Evil,1995,-1,-1,-1,-1,-1,-1
15007,In the Shadow of the Moon,2007,PG,100 minutes,Documentary,-1,-1,"$2,175,587"
15008,In The Same Boat,2015,-1,-1,Documentary,Rudy Gnutti,-1,"$1,916"
15009,In the Shadow of the Hill,2016,-1,-1,Documentary,Dan Jackson,-1,-1
15010,In The Radiant City,2017,Not Rated,-1,Drama,Rachel Lambert,-1,-1
15011,In the Realms of the Unreal,2004,Not Rated,-1,Documentary,-1,-1,-1
15012,Extramuros,1985,-1,-1,Drama,-1,-1,-1
15013,Extracted,2013,R,88 minutes,Drama,Nir Paniry,Sasha Roiz,-1
15014,The Extra Man,2010,R,108 minutes,Comedy,-1,-1,"$492,108"
15015,Extinction: The G.M.O Chronicles,2011,R,-1,Horror,-1,-1,-1
15016,Extraction,2015,R,83 minutes,Thriller/Suspense,Steven C. Miller,"Kellan Lutz,Bruce Willis,Gina Carano","$975,826"
15017,Extortion,2017,R,108 minutes,Action,Phil Volken,-1,"$8,602"
15018,Extinction,2018,-1,-1,Thriller/Suspense,Ben Young,"Michael PeÃ±a,Lizzy Caplan",-1
15019,Extract,2009,R,92 minutes,Comedy,Mike Judge,"Jason Bateman,Mila Kunis,Kristen Wiig,J.K. Simmons,David Koechner,Clifton Collins, Jr.","$10,849,158"
15020,ExTerminators,2010,R,-1,Comedy,-1,-1,-1
15021,The Exterminator,1980,-1,-1,-1,-1,-1,-1
15022,Extinction,2015,R,110 minutes,Horror,Miguel Angel Vivas,"Matthew Fox,Jeffrey Donovan,Quinn McColgan","$2,350,695"
15023,Exterminator 2,1984,-1,89 minutes,Action,Mark Buntzman,-1,-1
15024,Exposure,2017,-1,-1,Documentary,Holly Morris,-1,-1
15025,Express Raja,2016,-1,-1,Comedy,Merlapaka Gandhi,-1,"$5,175"
15026,The Express,2008,PG,130 minutes,Drama,Gary Fleder,"Rob Brown,Dennis Quaid","$9,813,309"
15027,The Heat 2,2016,-1,-1,Comedy,-1,-1,-1
15028,Heat,1987,-1,101 minutes,Action,R.M. Richards,-1,-1
15029,Hearty Paws,2006,-1,-1,-1,-1,-1,-1
15030,Heartworn Highways Revisited,2017,-1,-1,Documentary,Wayne Price,-1,-1
15031,Hearts of Darkness: A Filmmaker's Apocalypse,1991,-1,-1,Documentary,Fax Bahr,-1,-1
15032,Heat,1995,R,170 minutes,Drama,Michael Mann,"Al Pacino,Robert De Niro,Val Kilmer","$187,436,818"
15033,Heartthrob,2017,Not Rated,86 minutes,Thriller/Suspense,Chris Sivertson,-1,-1
15034,Hearts Beat Loud,2017,PG-13,97 minutes,Drama,Brett Haley,-1,-1
15035,Hearts in Atlantis,2001,PG-13,-1,Drama,-1,-1,"$30,885,781"
15036,Heartfall Arises,2016,-1,106 minutes,Drama,-1,-1,"$16,810,000"
15037,Hearts and Minds,1974,R,-1,Documentary,-1,-1,-1
15038,Heartburn,1986,-1,-1,Comedy,Mike Nichols,"Meryl Streep,Jack Nicholson",-1
15039,Heartless,2010,Not Rated,114 minutes,Horror,Philip Ridley,Jim Sturgess,"$20,435"
15040,Heartland,1981,-1,96 minutes,Drama,-1,Rip Torn,-1
15041,Heartbreakers,1984,-1,-1,Drama,-1,-1,-1
15042,Deep Blue Good-by,2016,-1,-1,Thriller/Suspense,-1,-1,-1
15043,Deep,2017,PG,92 minutes,Adventure,Julio Soto Gurpide,-1,"$7,123,244"
15044,Dedemin Fisi,2016,-1,-1,Comedy,Meltem Bozoflu,-1,"$8,698,115"
15045,Deep Blue Sea,1999,R,105 minutes,Action,Renny Harlin,Saffron Burrows,"$165,048,228"
15046,"DÃ©dÃ©, Ã  travers les brumes",2009,Not Rated,140 minutes,Drama,-1,-1,-1
15047,Deddoboru,2013,Not Rated,99 minutes,Black Comedy,Yadai Yamaguchi,Tak Sakaguchi,-1
15048,Deep Blue,2005,G,-1,Documentary,-1,-1,"$19,332,261"
15049,Dedication,2007,R,-1,Romantic Comedy,Justin Theroux,"Billy Crudup,Mandy Moore",-1
15050,Deda,2016,-1,-1,Comedy,Mejla Basel,-1,"$41,964"
15051,Ded Moroz. Bitva Magov,2016,-1,-1,Adventure,Aleksandr Voytinskiy,-1,"$2,566,594"
15052,"Deconstructing Dad: The Music, Machines and Mystery of Raymond Scott",2012,-1,98 minutes,Documentary,Stan Warnow,-1,-1
15053,Decoys,2004,R,-1,-1,-1,Meghan Ory,"$96,760"
15054,Decommissioned,2016,R,-1,Action,"Timothy Woodward, Jr",-1,-1
15055,The Decoy Bride,2012,PG,89 minutes,Comedy,Shree Folkson,-1,"$78,905"
15056,Decoding Deepak,2012,Not Rated,83 minutes,Documentary,Gotham Chopra,-1,-1
15057,Deconstructing Harry,1997,R,-1,Romantic Comedy,Woody Allen,-1,-1
15058,Gnomes and Trolls,2009,PG,-1,-1,-1,-1,-1
15059,Go!,1999,R,-1,Black Comedy,Doug Liman,-1,"$28,383,441"
15060,A Gnome Named Gnorm,1990,-1,-1,Adventure,Stan Winston,-1,-1
15061,Gnome Alone,2015,R,-1,Horror,"Timothy Woodward, Jr",-1,"$47,002"
15062,Gnome Alone,2018,PG,89 minutes,Adventure,Peter Lepeniotis,-1,"$3,763,470"
15063,Glyndebourne: Hamlet,2017,-1,-1,Concert/Performance,-1,-1,"$89,896"
15064,Glyanets,2007,-1,-1,Comedy,Andrei Konchalovsky,-1,"$3,899,426"
15065,Glyndebourne: La Traviata,2017,-1,-1,Concert/Performance,-1,-1,"$87,521"
15066,GMO OMG,2013,Not Rated,85 minutes,Documentary,Jeremy Seifert,-1,"$41,873"
15067,Gnomeo and Juliet,2011,G,84 minutes,Comedy,Kelly Asbury,James McAvoy,"$193,737,977"
15068,GLOW: The Story of the Gorgeous Ladies of Wresting,2013,Not Rated,-1,Documentary,Brett Whitcomb,-1,-1
15069,Glory Days,1979,-1,65 minutes,-1,-1,-1,-1
15070,The Glory Guys,1998,-1,-1,Western,-1,-1,-1
15071,Glory Daze,1996,-1,-1,Comedy,-1,Ben Affleck,-1
15072,Firetrail,2018,-1,82 minutes,Action,Chris Forbes,-1,-1
15073,Firestorm,1998,R,-1,Action,Dean Semler,-1,-1
15074,Glory Road,2006,PG,-1,Drama,-1,-1,"$42,799,060"
15075,Fireman Sam: Alien Alert,2016,-1,60 minutes,Adventure,Gary Andrews,-1,"$34,612"
15076,Firehead,1991,-1,-1,Action,Peter Yuval,"Christopher Plummer,Chris Lemmon,Martin Landau,Gretchen Becker",-1
15077,Fireproof,2008,PG,122 minutes,Drama,Alex Kendrick,"Kirk Cameron,Erin Bethea","$33,473,297"
15078,Firelight,1998,R,-1,Drama,-1,-1,-1
15079,Firestarter,1984,-1,-1,Horror,Mark L. Lester,Drew Barrymore,-1
15080,Firefox,1982,PG,136 minutes,Action,Clint Eastwood,Clint Eastwood,-1
15081,Firehouse Dog,2007,PG,111 minutes,Comedy,-1,"Josh Hutcherson,Bruce Greenwood","$17,098,297"
15082,Fireflies in the Garden,2011,R,98 minutes,Drama,Dennis Lee,"Ryan Reynolds,Julia Roberts,Willem Dafoe,Emily Watson,Carrie Anne Moss,Hayden Panettiere","$3,587,191"
15083,Firefall: An Epic Family Adventure,2012,PG-13,-1,-1,-1,-1,-1
15084,Firedancer,2004,Not Rated,-1,Drama,-1,-1,-1
15085,Fired!,2007,Not Rated,-1,Documentary,-1,-1,-1
15086,Firenze e gli Uffizi 3D/4K,2015,-1,95 minutes,Documentary,Luca Viotto,-1,"$746,996"
15087,Fireball,2009,PG-13,-1,-1,-1,-1,-1
15088,"Ce soir, je dors chez toi",2007,-1,84 minutes,Romantic Comedy,-1,-1,"$1,871,691"
15089,Fired Up,2009,PG-13,91 minutes,Comedy,-1,-1,"$18,608,570"
15090,Ce qu'il faut pour vivre,2008,Not Rated,-1,Drama,-1,-1,-1
15091,Cayman Went,2009,PG,-1,-1,-1,-1,-1
15092,CBGB,2013,R,81 minutes,Drama,Randall Miller,"Alan Rickman,Malin Ackerman,Freddy Rodriguez,Stana Katic,Richard DeKlerk,Rupert Grint,Justin Bartha,Joel David Moore,Johnny Galecki,Donal Logue,Ashley Greene,Taylor Hawkins,Mickey Sumner",-1
15093,CB4,1993,R,89 minutes,Comedy,Tamra Davis,-1,-1
15094,Cavite,2006,Not Rated,-1,Thriller/Suspense,-1,-1,"$71,644"
15095,Cavemen,2014,R,87 minutes,Comedy,Herschel Faber,"Skylar Astin,Chad Michael Murray,Kenny Wormald,Dayo Okeniyi",-1
15096,Caveman,1981,-1,-1,Comedy,-1,Dennis Quaid,-1
15097,The Caveman's Valentine,2001,R,105 minutes,Drama,Kasi Lemmons,Samuel L. Jackson,"$892,506"
15098,Cave of the Yellow Dog,2006,G,-1,-1,-1,-1,-1
15099,The Cave,2005,PG-13,97 minutes,Horror,Bruce Hunt,"Cole Hauser,Morris Chestnut,Eddie Cibrian,Daniel Dae Kim,Lena Headey","$27,147,991"
15100,Cavalo Dinheiro,2015,Not Rated,104 minutes,Documentary,Pedro Costa,Ventura ,"$8,254"
15101,King Kong,1976,PG,-1,Action,John Guillermin,-1,"$90,614,445"
15102,King Kelly,2012,Not Rated,84 minutes,Comedy,Andrew Neel,Louisa Krause,-1
15103,Cave of Forgotten Dreams,2011,G,90 minutes,Documentary,Werner Herzog,-1,"$9,369,629"
15104,King Kong,1933,Not Rated,100 minutes,Horror,-1,-1,"$10,000,650"
15105,King David,1985,-1,-1,Drama,Bruce Beresford,Richard Gere,-1
15106,King Jack,2016,Not Rated,80 minutes,Drama,Felix Thompson,Charlie Plummer,"$9,241"
15107,The King is Alive,2001,R,-1,-1,-1,-1,-1
15108,King Corn,2007,Not Rated,-1,Documentary,-1,-1,-1
15109,King Georges,2016,Not Rated,78 minutes,Documentary,Erika Frankel,-1,-1
15110,King Kong,2005,PG-13,189 minutes,Adventure,Peter Jackson,Andy Serkis,"$550,517,357"
15111,King Cobra,2016,PG-13,92 minutes,Drama,Justin Kelly,"Garrett Clayton,Christian Slater,Keegan Allen,James Franco",-1
15112,King Arthur: Excaliber Rising,2017,-1,99 minutes,Action,Antony Smith,-1,-1
15113,Johnny Got His Gun,2008,-1,-1,Drama,-1,-1,-1
15114,King Arthur: Legend of the Sword,2017,PG-13,126 minutes,Adventure,Guy Ritchie,Charlie Hunnam,"$140,012,608"
15115,Johnny Gaddaar,2007,-1,-1,Thriller/Suspense,-1,-1,-1
15116,Johnny English 3,2018,-1,-1,Adventure,David Kerr,-1,-1
15117,King Arthur,2004,PG-13,126 minutes,Adventure,Antoine Fuqua,"Clive Owen,Keira Knightley,Ioan Gruffudd","$203,877,963"
15118,Johnny English,2003,PG,87 minutes,Adventure,Peter Howitt,-1,"$163,126,676"
15119,Johnny English Reborn,2011,PG,101 minutes,Adventure,Oliver Parker,"Rowan Atkinson,Gillian Anderson","$164,640,401"
15120,Johnny Dangerously,1984,-1,-1,Comedy,Amy Heckerling,-1,-1
15121,John Wick: Chapter 3,2019,-1,-1,Action,-1,Keanu Reeves,-1
15122,Johnny Be Good,1988,PG-13,86 minutes,Comedy,Bud Smith,"Anthony Michael Hall,Robert Downey, Jr.,Uma Thurman",-1
15123,John Sayles Retrospective,2002,Not Rated,-1,-1,-1,-1,-1
15124,John Tucker Must Die,2006,PG-13,-1,Comedy,Betty Thomas,-1,"$68,824,526"
15125,John Rabe,2010,Not Rated,-1,-1,-1,-1,-1
15126,John Wick,2014,R,96 minutes,Action,Chad Stahelski,Keanu Reeves,"$76,235,001"
15127,John Wick: Chapter Two,2017,R,122 minutes,Action,Chad Stahelski,Keanu Reeves,"$171,529,184"
15128,John Pinette / I'm Starvin',2007,-1,-1,Concert/Performance,-1,-1,-1
15129,New York City Serenade,2009,-1,-1,Drama,-1,"Freddie Prinze, Jr.",-1
15130,John Q,2002,PG-13,118 minutes,Drama,Nick Cassavetes,Denzel Washington,"$102,226,631"
15131,New York Doll,2005,PG-13,-1,Documentary,-1,-1,"$237,136"
15132,New York,2009,Not Rated,151 minutes,-1,-1,-1,"$4,727,279"
15133,New Year Parade,2009,Not Rated,-1,Drama,-1,-1,-1
15134,New Year's Day,2000,-1,-1,Drama,Suri Krishnamma,-1,-1
15135,New World Order,2015,Not Rated,118 minutes,Action,Fabio Ferrara,Mario Ferrara,-1
15136,New World,2013,-1,135 minutes,Thriller/Suspense,Park Hoon-jung,"Choi Min-sik,Hwang Jung-min",-1
15137,The New World,2005,PG-13,150 minutes,Adventure,Terrence Malick,"Colin Farrell,Q'Orianka Kilcher","$26,184,400"
15138,New Waterford Girl,2000,Not Rated,-1,Comedy,-1,-1,-1
15139,New Yearâ€™s Eve,2011,PG-13,117 minutes,Romantic Comedy,Garry Marshall,"Michelle Pfeiffer,Zac Efron,Robert De Niro,Halle Berry,Jessica Biel,Seth Meyers,Til Schweiger,Katherine Heigl,Jon Bon Jovi,Sofia Vergara,Ashton Kutcher,Lea Michele,Sarah Jessica Parker,Abigail Breslin,Josh Duhamel,Hilary Swank,Chris 'Ludacris' Bridges,Hector Elizondo","$146,850,273"
15140,The New Twenty,2009,Not Rated,-1,-1,-1,-1,-1
15141,New Rose Hotel,1999,R,-1,-1,Abel Ferrara,-1,-1
15142,New Suit,2003,R,-1,-1,-1,-1,-1
15143,The New Radical,2017,Not Rated,117 minutes,Documentary,Adam Bhala Lough,-1,-1
15144,The New Public,2015,-1,87 minutes,Documentary,Jyllian Gunther,-1,-1
15145,One Hundred Yards,2016,-1,-1,Drama,-1,-1,-1
15146,Wes Craven's New Nightmare,1994,R,-1,Horror,Wes Craven,-1,-1
15147,Shiwan Ge Lengxiaohua 2,2017,-1,101 minutes,Comedy,-1,-1,"$20,180,000"
15148,One Heart: The A.r. Rahman Concert Film,2017,-1,87 minutes,Concert/Performance,-1,-1,"$1,641"
15149,One Good Man,2010,PG,-1,-1,-1,-1,-1
15150,One Hour Photo,2002,R,-1,Drama,-1,Robin Williams,"$52,223,306"
15151,One From the Heart,1982,-1,-1,Drama,Francis Ford Coppola,-1,-1
15152,One Good Cop,1991,R,-1,Action,-1,-1,-1
15153,One Foundation,2007,-1,-1,-1,-1,-1,"$4,927,651"
15154,One for the Fire: The Legacy of the Night of the Living Dead,2008,-1,-1,Documentary,Robert L. Lucas,-1,-1
15155,One Flew Over the Cuckoo's Nest,1975,R,133 minutes,Drama,Milos Forman,Jack Nicholson,-1
15156,One Fast Move or Iâ€™m Gone: Kerouacâ€™s Big Sur,2007,-1,-1,Documentary,Curt Worden,-1,-1
15157,One for the Money,2012,PG-13,106 minutes,Comedy,Julie Anne Robinson,Katherine Heigl,"$36,197,221"
15158,One Fall,2011,PG-13,120 minutes,Drama,Marcus Dean Fuller,Marcus Dean Fuller,-1
15159,One-Eyed Jacks,2016,-1,-1,Western,Marlon Brando,-1,-1
15160,One False Move,1991,R,-1,-1,Carl Franklin,-1,-1
15161,The Barrens,2012,R,97 minutes,Horror,Darren Lynn Bousman,Stephen Moyer,-1
15162,One Fine Day,1996,PG,-1,Romantic Comedy,-1,"George Clooney,Michelle Pfeiffer",-1
15163,Barren Trees,2018,-1,-1,-1,Ryan Eatherton,-1,-1
15164,Barracuda,2017,-1,100 minutes,Drama,Jason Cortlund,-1,-1
15165,Barney Thomson,2016,Not Rated,96 minutes,Black Comedy,Robert Carlyle,"Robert Carlyle,Ray Winstone,Emma Thompson","$1,329,376"
15166,Bark Ranger,2014,PG,-1,-1,-1,-1,-1
15167,Barista,2015,Not Rated,103 minutes,Documentary,Rock Baijnauth,-1,-1
15168,Barney's Great Adventure,1998,G,-1,Adventure,-1,-1,-1
15169,Barnyard: The Original Party Animals,2006,PG,90 minutes,Adventure,Steve Oedekerk,-1,"$118,583,844"
15170,Barney's Version,2011,R,132 minutes,Drama,Richard J. Lewis,"Paul Giamatti,Dustin Hoffman,Rosamund Pike,Minnie Driver,Rachelle Lefevre","$8,845,575"
15171,Barfly,1987,-1,-1,Drama,Barbet Schroeder,Mickey Rourke,-1
15172,Barenaked in America,2000,Not Rated,-1,Documentary,-1,-1,-1
15173,Malevolence,2004,R,-1,Horror,-1,-1,"$346,106"
15174,Malenka,1973,-1,-1,Horror,Amando de Ossorio,-1,-1
15175,Malena,2000,R,-1,Drama,Giuseppe Tornatore,-1,-1
15176,Maleficent 2,2017,-1,-1,Adventure,-1,Angelina Jolie Pitt,-1
15177,Barfi,2012,Not Rated,120 minutes,Romantic Comedy,Anurag Basu,Ranbir Kapoor,"$36,751,984"
15178,La maldiciÃ³n de Frankenstein,2015,Not Rated,74 minutes,Horror,Jesus Franco,-1,-1
15179,Malapata,2016,-1,-1,Comedy,Diogo Morgado,-1,"$93,139"
15180,Maldeamores,2008,R,-1,Drama,-1,-1,-1
15181,Malcolm X,1992,PG-13,-1,Drama,Spike Lee,Denzel Washington,-1
15182,Maladies,2014,Not Rated,97 minutes,Drama,Carter,"James Franco,Catherine Keener,Fallon Goodson",-1
15183,Malamaal Weekly,2006,Not Rated,-1,Comedy,-1,-1,-1
15184,Mala Noche,1988,-1,-1,Drama,-1,-1,-1
15185,Mala Mala,2015,Not Rated,90 minutes,Documentary,Antonio Santini,-1,-1
15186,Maleficent,2014,PG,97 minutes,Adventure,Robert Stromberg,Angelina Jolie Pitt,"$758,536,735"
15187,The Park is Mine,2016,-1,-1,Action,Steven Hilliard Stern,-1,-1
15188,Park,2007,-1,-1,Comedy,-1,"William Baldwin,Ricki Lake,Cheri Oteri,Melanie Lynskey,Izabella Miko,Anne Dudek,Trent Ford,Maulik Pancholy,David Fenner,Dagney Kerr,Anthony ""Treach"" Criss,Francesco Quinn",-1
15189,Parked,2012,Not Rated,94 minutes,Drama,Darragh Byme,Colm Meaney,-1
15190,Paris vu par,1969,-1,-1,-1,-1,-1,-1
15191,La mala educaciÃ³n,2004,NC-17,-1,Drama,Pedro Almodovar,Gael Garcia Bernal,"$40,311,842"
15192,Mal de Pierres,2017,R,116 minutes,Drama,Nicole Garcia,-1,"$511,892"
15193,"Paris, Texas",1984,R,-1,Drama,Wim Wenders,"Harry Dean Stanton,Nastassja Kinski,Hunter Carson","$2,188,678"
15194,Paris pieds nus,2017,Not Rated,84 minutes,Drama,Dominique Abel,"Fiona Gordon,Dominique Abel,Emmanuelle Riva","$908,827"
15195,Paris Opera Ballet: Swan Lake,2017,-1,-1,Concert/Performance,-1,-1,"$8,799"
15196,"Paris Opera Ballet: Robbins, Millepied, Balanchin",2015,-1,-1,Concert/Performance,-1,-1,"$4,321"
15197,Paris Opera Ballet: L'Histoire de Manon,2015,-1,-1,Concert/Performance,-1,-1,"$6,371"
15198,Paris Opera Ballet: Celebration Dance,2015,-1,-1,Concert/Performance,-1,-1,"$12,174"
15199,Paris Opera Ballet: Ballet Russes,2016,-1,-1,Concert/Performance,-1,-1,"$7,940"
15200,Paris nous appartient,2016,-1,-1,Thriller/Suspense,Jacques Rivette,-1,-1
15201,Le Plus Beau Metier du Monde,1997,-1,-1,-1,-1,-1,-1
15202,Le baiser du barbu,2010,Not Rated,-1,Comedy,-1,-1,-1
15203,Le Bossu,1998,-1,-1,-1,-1,-1,-1
15204,Le Nozze Di Figaro - Royal Opera,2015,-1,-1,Concert/Performance,-1,-1,"$449,485"
15205,Paris Opera & Ballet: Iolanta/ The Nutcracker,2016,-1,-1,Concert/Performance,-1,-1,"$4,887"
15206,The Paris Opera,2017,Not Rated,110 minutes,Documentary,Jean-Stephane Bron,-1,-1
15207,Lbs.,2010,Not Rated,-1,Comedy,-1,-1,-1
15208,The Lazarus Project,2008,PG-13,-1,Thriller/Suspense,-1,Paul Walker,-1
15209,The Lazarus Papers,2010,R,-1,Action,-1,-1,-1
15210,Lazer Team 2,2017,-1,86 minutes,Comedy,-1,-1,"$19,996"
